order_id,product_id,quantity,unit_price
115,29,1,4319.5
115,93,2,186.14
116,66,2,728.79
116,16,4,13450.97
117,63,1,293.58
117,41,2,994.52
117,82,1,300.41
117,94,4,265.1
118,5,1,3026.39
119,99,1,458.92
119,40,1,1418.4
119,51,3,1385.93
119,23,1,2025.31
120,65,3,386.47
120,36,3,601.9
120,55,1,1652.62
121,86,2,443.28
122,7,1,1169.34
123,77,2,1315.33
123,99,1,458.92
123,23,2,2025.31
123,90,2,492.26
123,56,2,868.37
124,10,1,1936.14
125,47,3,493.52
125,77,1,1315.33
126,44,1,6528.88
126,30,2,3480.53
126,75,2,486.62
126,78,5,876.32
126,36,2,601.9
127,2,2,3011.06
128,9999,1,5690.75
128,25,2,1652.78
129,26,2,1210.27
129,72,1,1918.28
129,41,1,994.52
130,10,2,1936.14
131,6,1,22709.9
131,22,1,1475.64
131,5,1,3026.39
131,43,2,1760.38
132,8,1,2448.97
132,42,1,800.81
133,6,1,22709.9
133,100,1,828.75
134,26,0,1210.27
135,75,1,486.62
135,10,1,1936.14
136,62,1,398.9
136,40,2,1418.4
136,98,2,322.02
136,61,3,356.45
136,95,2,744.54
137,97,3,423.56
138,87,1,979.4
138,8,1,2448.97
138,31,2,1451.87
138,7,1,1169.34
139,93,1,186.14
139,41,2,994.52
139,37,1,1389.36
140,61,5,356.45
140,12,4,5690.75
140,75,2,486.62
141,9,2,11424.27
141,42,1,800.81
142,11,3,9461.52
142,83,1,741.33
142,44,1,6528.88
143,44,1,6528.88
143,72,3,1918.28
143,28,4,579.08
144,5,2,3026.39
144,92,1,1591.57
144,41,1,994.52
145,59,1,488.56
145,33,1,312.93
145,29,1,4319.5
145,67,1,464.47
146,34,1,709.99
146,31,4,1451.87
147,95,2,744.54
147,26,1,1210.27
148,88,1,457.85
148,75,1,486.62
149,88,1,457.85
149,4,2,2324.92
150,58,2,470.58
151,16,1,13450.97
152,12,3,5690.75
152,22,1,1475.64
152,87,1,979.4
152,99,1,458.92
153,29,3,4319.5
153,36,2,601.9
153,31,1,1451.87
153,93,1,186.14
153,1,4,28043.24
154,76,2,1151.77
154,41,1,994.52
155,11,1,9461.52
155,79,2,1101.69
155,57,1,1180.99
156,8,1,2448.97
156,24,3,2116.77
157,39,2,1121.52
158,38,3,1342.05
158,82,2,300.41
158,44,1,6528.88
159,86,3,443.28
159,13,1,2131.33
159,63,1,293.58
159,62,1,398.9
159,90,3,492.26
160,38,1,1342.05
160,92,2,1591.57
161,84,1,605.41
161,76,4,1151.77
161,4,1,2324.92
162,6,1,22709.9
162,31,2,1451.87
162,76,1,1151.77
162,11,1,9461.52
163,34,1,709.99
163,37,3,1389.36
164,71,1,704.54
165,43,2,1760.38
165,10,3,1936.14
166,81,1,641.39
166,68,1,306.66
166,16,1,13450.97
167,4,2,2324.92
167,31,2,1451.87
167,32,1,910.33
168,15,2,3494.53
168,13,3,2131.33
168,99,5,458.92
169,33,3,312.93
170,81,4,641.39
171,4,1,2324.92
171,75,2,486.62
171,65,4,386.47
172,24,2,2116.77
173,62,2,398.9
173,72,1,1918.28
174,97,2,423.56
174,57,1,1180.99
174,2,1,3011.06
174,36,1,601.9
175,85,5,279.38
175,82,1,300.41
175,51,1,1385.93
176,37,2,1389.36
177,25,1,1652.78
177,83,1,741.33
178,80,1,629.19
178,90,4,492.26
179,45,1,1626.32
180,51,1,1385.93
181,71,4,704.54
182,7,2,1169.34
182,57,1,1180.99
182,61,2,356.45
183,49,1,1254.37
183,1,4,28043.24
183,2,1,3011.06
183,98,1,322.02
184,98,1,322.02
184,37,1,1389.36
184,44,1,6528.88
184,80,1,629.19
184,18,1,1854.55
185,37,1,1389.36
185,99,2,458.92
186,93,3,186.14
187,19,5,1007.13
188,29,3,4319.5
188,48,1,1218.45
188,53,4,620.53
188,71,2,704.54
189,69,1,1191.69
189,99,2,458.92
189,59,1,488.56
189,100,1,828.75
190,58,1,470.58
191,39,2,1121.52
192,100,2,828.75
193,30,2,3480.53
194,52,4,3818.59
194,7,2,1169.34
195,55,1,1652.62
195,5,1,3026.39
196,47,1,493.52
196,93,3,186.14
196,39,4,1121.52
196,19,1,1007.13
197,47,3,493.52
198,9999,2,876.32
198,71,2,704.54
199,96,1,320.77
199,21,3,836.3
199,19,2,1007.13
200,48,1,1218.45
200,19,1,1007.13
200,78,1,876.32
200,28,1,579.08
201,30,1,3480.53
201,66,1,728.79
202,53,2,620.53
203,39,1,1121.52
203,70,2,3359.45
203,88,2,457.85
204,81,2,641.39
205,46,1,253.36
206,29,2,4319.5
206,32,2,910.33
207,18,1,1854.55
208,13,1,2131.33
208,92,1,1591.57
208,12,2,5690.75
209,94,1,265.1
209,10,1,1936.14
210,16,3,13450.97
211,48,1,1218.45
211,55,2,1652.62
211,68,2,306.66
212,92,2,1591.57
212,64,2,356.43
213,35,1,2865.41
214,72,2,1918.28
214,44,1,6528.88
214,46,2,253.36
215,2,1,3011.06
216,7,2,1169.34
216,83,1,741.33
216,88,2,457.85
216,63,5,293.58
216,81,1,641.39
217,97,2,423.56
218,16,2,13450.97
218,47,2,493.52
219,5,1,3026.39
219,23,2,2025.31
219,80,1,629.19
219,17,1,2276.26
220,30,2,3480.53
220,41,4,994.52
220,99,1,458.92
220,73,4,1195.7
220,45,1,1626.32
221,34,2,709.99
222,88,1,457.85
222,55,1,1652.62
223,94,1,265.1
224,65,1,386.47
225,47,2,493.52
226,6,1,22709.9
226,23,1,2025.31
227,62,3,398.9
228,33,2,312.93
229,34,3,709.99
229,17,1,2276.26
229,60,1,579.94
230,78,2,876.32
231,66,5,728.79
231,22,1,1475.64
231,97,3,423.56
232,59,2,488.56
232,54,1,1639.4
233,18,1,1854.55
233,21,3,836.3
233,44,1,6528.88
233,34,1,709.99
233,74,1,1549.39
234,48,2,1218.45
234,65,2,386.47
234,17,3,2276.26
234,38,1,1342.05
235,74,1,1549.39
236,92,3,1591.57
236,90,1,492.26
236,16,3,13450.97
237,81,1,641.39
237,51,1,1385.93
238,12,1,5690.75
239,100,2,828.75
239,44,1,6528.88
240,89,1,366.64
240,91,3,432.43
241,37,1,1389.36
241,81,2,641.39
241,26,3,1210.27
242,67,1,464.47
242,68,1,306.66
242,62,3,398.9
242,83,4,741.33
243,62,1,398.9
244,23,1,2025.31
244,86,2,443.28
245,17,1,2276.26
246,59,1,488.56
246,52,2,3818.59
246,53,3,620.53
247,55,3,1652.62
247,46,1,253.36
247,20,1,7731.56
248,90,2,492.26
248,58,1,470.58
248,83,1,741.33
248,6,2,22709.9
249,66,1,728.79
250,9,2,11424.27
251,55,1,1652.62
252,14,3,2714.07
252,70,1,3359.45
253,5,1,3026.39
253,14,2,2714.07
253,45,2,1626.32
253,97,1,423.56
254,96,2,320.77
254,81,2,641.39
254,59,1,488.56
255,22,2,1475.64
255,72,1,1918.28
256,13,1,2131.33
256,44,4,6528.88
256,92,1,1591.57
257,90,1,492.26
257,70,2,3359.45
257,20,1,7731.56
258,3,1,64028.3
258,29,2,4319.5
258,23,2,2025.31
258,53,1,620.53
259,24,3,2116.77
260,16,2,13450.97
260,37,1,1389.36
261,12,2,5690.75
262,88,2,457.85
263,75,2,486.62
264,78,1,876.32
264,91,1,432.43
264,63,1,293.58
264,28,1,579.08
265,98,1,322.02
265,35,1,2865.41
266,74,3,1549.39
266,14,3,2714.07
266,51,1,1385.93
267,48,3,1218.45
267,55,1,1652.62
267,59,1,488.56
268,49,3,1254.37
269,1,4,28043.24
270,47,3,493.52
270,57,1,1180.99
271,58,2,470.58
272,19,1,1007.13
273,1,1,28043.24
273,73,1,1195.7
273,75,1,486.62
274,18,1,1854.55
274,47,1,493.52
274,7,1,1169.34
274,79,1,1101.69
275,4,4,2324.92
275,59,0,488.56
276,56,1,868.37
276,67,1,464.47
276,10,2,1936.14
277,47,1,493.52
277,63,2,293.58
277,8,1,2448.97
277,2,5,3011.06
278,33,1,312.93
279,99,1,458.92
279,90,2,492.26
280,98,1,322.02
280,24,1,2116.77
280,20,1,7731.56
280,72,1,1918.28
280,18,1,1854.55
281,30,2,3480.53
281,5,2,3026.39
282,51,5,1385.93
282,60,1,579.94
283,6,2,22709.9
283,19,1,1007.13
283,9,1,11424.27
283,66,1,728.79
284,72,1,1918.28
284,29,3,4319.5
284,15,1,3494.53
285,65,2,386.47
285,15,1,3494.53
285,45,3,1626.32
286,97,4,423.56
287,85,4,279.38
287,67,2,464.47
287,12,1,5690.75
288,54,1,1639.4
289,3,5,64028.3
289,79,1,1101.69
290,7,1,1169.34
290,5,2,3026.39
291,15,2,3494.53
291,25,1,1652.78
291,8,1,2448.97
291,3,1,64028.3
291,21,1,836.3
292,18,1,1854.55
292,29,1,4319.5
293,14,1,2714.07
293,21,1,836.3
294,45,3,1626.32
294,51,2,1385.93
294,28,1,579.08
294,29,1,4319.5
294,81,3,641.39
295,19,1,1007.13
296,53,1,620.53
296,4,1,2324.92
297,83,1,741.33
298,43,1,1760.38
299,15,1,3494.53
300,62,4,398.9
301,28,4,579.08
302,95,1,744.54
302,74,1,1549.39
303,99,1,458.92
304,13,1,2131.33
305,85,1,279.38
306,94,2,265.1
306,100,1,828.75
307,37,2,1389.36
308,27,1,2010.3
308,94,3,265.1
309,41,1,994.52
310,80,1,629.19
311,53,2,620.53
311,28,2,579.08
312,46,3,253.36
312,15,2,3494.53
312,80,2,629.19
313,53,1,620.53
313,35,2,2865.41
313,72,1,1918.28
314,45,1,1626.32
314,88,3,457.85
314,80,1,629.19
314,21,3,836.3
315,17,1,2276.26
315,14,2,2714.07
315,9,1,11424.27
316,32,3,910.33
316,24,2,2116.77
316,72,1,1918.28
316,82,1,300.41
317,64,1,356.43
318,16,2,13450.97
318,7,2,1169.34
318,24,1,2116.77
319,66,1,728.79
319,77,1,1315.33
320,7,1,1169.34
320,75,1,486.62
321,97,1,423.56
321,51,1,1385.93
322,8,1,2448.97
323,28,1,579.08
323,86,5,443.28
323,65,2,386.47
323,66,1,728.79
323,78,1,876.32
324,54,2,1639.4
325,66,1,728.79
325,20,1,7731.56
326,27,2,2010.3
327,48,3,1218.45
327,75,3,486.62
328,56,4,868.37
328,23,1,2025.31
328,68,1,306.66
329,43,1,1760.38
329,68,1,306.66
329,24,2,2116.77
330,47,2,493.52
331,3,2,64028.3
332,100,1,828.75
332,66,1,728.79
332,59,2,488.56
332,99,5,458.92
333,91,1,432.43
333,87,5,979.4
333,69,2,1191.69
334,60,5,579.94
335,54,3,1639.4
336,16,1,13450.97
337,38,2,1342.05
338,66,3,728.79
338,60,1,579.94
338,48,2,1218.45
339,63,1,293.58
339,48,1,1218.45
339,85,5,279.38
339,55,4,1652.62
340,44,3,6528.88
340,7,5,1169.34
340,12,2,5690.75
340,94,2,265.1
340,83,1,741.33
341,46,1,253.36
341,78,2,876.32
342,42,1,800.81
343,4,3,2324.92
343,41,1,994.52
344,83,1,741.33
344,99,2,458.92
345,23,2,2025.31
346,91,4,432.43
346,5,2,3026.39
346,22,1,1475.64
346,51,1,1385.93
347,52,1,3818.59
347,3,3,64028.3
348,65,1,386.47
348,37,3,1389.36
349,84,3,605.41
350,24,1,2116.77
350,84,1,605.41
351,72,1,1918.28
351,12,3,5690.75
351,99,1,458.92
351,64,2,356.43
352,27,1,2010.3
352,59,2,488.56
352,43,4,1760.38
353,24,4,2116.77
354,82,1,300.41
354,21,1,836.3
354,51,1,1385.93
355,76,2,1151.77
355,44,1,6528.88
356,85,2,279.38
356,90,5,492.26
356,55,2,1652.62
356,10,1,1936.14
356,71,2,704.54
357,9,1,11424.27
358,65,3,386.47
359,26,1,1210.27
360,85,2,279.38
360,31,3,1451.87
360,55,1,1652.62
360,59,3,488.56
360,13,1,2131.33
361,42,2,800.81
361,13,1,2131.33
361,29,1,4319.5
362,27,2,2010.3
363,40,1,1418.4
363,62,2,398.9
363,12,1,5690.75
364,90,2,492.26
364,22,1,1475.64
365,33,2,312.93
366,77,3,1315.33
367,44,1,6528.88
367,2,4,3011.06
367,98,4,322.02
368,43,2,1760.38
369,92,1,1591.57
370,85,1,279.38
370,36,2,601.9
370,93,3,186.14
370,47,1,493.52
371,55,1,1652.62
372,58,2,470.58
373,88,2,457.85
373,82,1,300.41
373,4,2,2324.92
373,35,2,2865.41
373,47,2,493.52
374,8,2,2448.97
374,57,2,1180.99
375,92,1,1591.57
376,41,1,994.52
376,55,3,1652.62
376,91,1,432.43
377,95,2,744.54
377,93,1,186.14
378,37,1,1389.36
378,73,2,1195.7
379,24,1,2116.77
379,90,1,492.26
379,8,1,2448.97
380,70,1,3359.45
380,94,2,265.1
381,2,1,3011.06
382,47,2,493.52
382,50,2,1105.68
382,42,1,800.81
382,56,2,868.37
383,53,3,620.53
383,43,4,1760.38
384,100,5,828.75
385,89,2,366.64
385,73,1,1195.7
385,40,1,1418.4
386,60,1,579.94
387,33,1,312.93
388,64,2,356.43
389,97,5,423.56
389,33,1,312.93
390,47,3,493.52
391,65,1,386.47
391,71,4,704.54
392,65,2,386.47
392,62,4,398.9
392,73,1,1195.7
392,100,3,828.75
393,24,3,2116.77
394,9,4,11424.27
394,29,1,4319.5
394,87,2,979.4
394,90,1,492.26
395,80,1,629.19
395,99,1,458.92
396,92,2,1591.57
396,77,2,1315.33
397,19,1,1007.13
398,62,4,398.9
398,68,2,306.66
399,90,1,492.26
399,38,2,1342.05
399,86,1,443.28
400,88,3,457.85
400,8,1,2448.97
400,23,1,2025.31
400,36,2,601.9
401,82,1,300.41
401,88,1,457.85
401,96,1,320.77
402,34,2,709.99
402,41,3,994.52
402,97,1,423.56
402,19,5,1007.13
402,96,2,320.77
403,88,2,457.85
403,10,2,1936.14
404,82,1,300.41
405,38,2,1342.05
405,82,3,300.41
405,68,1,306.66
405,66,1,728.79
405,59,1,488.56
406,25,1,1652.78
406,46,1,253.36
406,27,1,2010.3
406,36,1,601.9
407,67,2,464.47
407,92,1,1591.57
408,14,1,2714.07
409,79,1,1101.69
409,99,2,458.92
410,95,4,744.54
410,43,1,1760.38
410,89,2,366.64
411,69,1,1191.69
411,45,1,1626.32
411,100,2,828.75
411,31,1,1451.87
412,51,1,1385.93
412,5,1,3026.39
412,4,1,2324.92
412,83,5,741.33
413,69,1,1191.69
413,41,1,994.52
414,61,3,356.45
415,45,1,1626.32
415,54,3,1639.4
415,83,1,741.33
416,57,1,1180.99
416,65,1,386.47
416,6,4,22709.9
417,30,1,3480.53
417,84,2,605.41
418,52,1,3818.59
418,55,1,1652.62
419,35,1,2865.41
419,86,2,443.28
419,90,1,492.26
419,50,1,1105.68
420,48,2,1218.45
421,97,1,423.56
422,17,2,2276.26
422,49,1,1254.37
422,90,1,492.26
423,86,2,443.28
424,2,4,3011.06
424,58,3,470.58
424,23,1,2025.31
424,97,1,423.56
425,90,2,492.26
425,55,1,1652.62
425,18,3,1854.55
426,44,3,6528.88
427,32,1,910.33
428,67,1,464.47
429,71,1,704.54
429,44,1,6528.88
430,68,1,306.66
431,14,1,2714.07
431,84,1,605.41
431,44,2,6528.88
432,16,1,13450.97
433,16,3,13450.97
434,81,1,641.39
435,3,1,64028.3
436,57,1,1180.99
436,64,5,356.43
436,87,1,979.4
437,4,1,2324.92
437,23,1,2025.31
437,7,1,1169.34
438,46,3,253.36
438,62,3,398.9
439,87,2,979.4
439,63,5,293.58
440,53,5,620.53
440,20,1,7731.56
440,44,1,6528.88
440,54,1,1639.4
441,81,2,641.39
442,12,3,5690.75
442,74,2,1549.39
442,59,5,488.56
443,15,1,3494.53
444,100,1,828.75
444,70,4,3359.45
444,28,2,579.08
444,65,1,386.47
444,90,1,492.26
445,67,1,464.47
445,50,1,1105.68
446,63,2,293.58
446,15,2,3494.53
446,4,1,2324.92
446,83,1,741.33
446,87,1,979.4
447,40,1,1418.4
447,2,2,3011.06
448,59,3,488.56
448,65,3,386.47
449,81,1,641.39
450,15,-2,3494.53
451,6,1,22709.9
452,58,1,470.58
452,18,1,1854.55
453,35,2,2865.41
453,4,1,2324.92
454,49,1,1254.37
454,70,3,3359.45
455,90,2,492.26
456,71,2,704.54
456,23,0,2025.31
456,55,2,1652.62
456,10,1,1936.14
457,17,1,2276.26
457,97,1,423.56
458,44,2,6528.88
458,10,1,1936.14
459,27,1,2010.3
460,81,1,641.39
460,18,2,1854.55
460,7,1,1169.34
461,87,2,979.4
461,88,2,457.85
462,48,4,1218.45
462,43,1,1760.38
463,22,1,1475.64
463,52,2,3818.59
463,84,2,605.41
463,12,2,5690.75
464,17,2,2276.26
465,4,4,2324.92
465,45,1,1626.32
466,9,1,11424.27
466,80,1,629.19
466,48,4,1218.45
466,66,2,728.79
467,26,1,1210.27
467,4,1,2324.92
467,33,5,312.93
468,28,1,579.08
468,47,2,493.52
468,37,1,1389.36
468,2,1,3011.06
469,58,1,470.58
469,10,1,1936.14
469,64,4,356.43
469,86,1,443.28
470,1,2,28043.24
470,35,1,2865.41
470,87,1,979.4
470,12,1,5690.75
471,73,2,1195.7
471,70,3,3359.45
471,48,2,1218.45
471,26,2,1210.27
472,90,2,492.26
473,23,3,2025.31
473,70,1,3359.45
473,42,3,800.81
474,10,1,1936.14
474,33,1,312.93
475,32,1,910.33
476,32,1,910.33
476,48,1,1218.45
477,93,5,186.14
477,100,2,828.75
477,65,2,386.47
477,40,2,1418.4
478,56,1,868.37
478,28,1,579.08
479,25,1,1652.78
479,36,2,601.9
480,96,1,320.77
480,16,4,13450.97
480,92,1,1591.57
480,24,1,2116.77
481,76,4,1151.77
481,36,4,601.9
481,74,1,1549.39
482,73,2,1195.7
482,72,1,1918.28
482,40,1,1418.4
483,62,4,398.9
483,75,1,486.62
483,3,3,64028.3
483,58,1,470.58
484,51,2,1385.93
484,41,1,994.52
484,32,1,910.33
485,62,1,398.9
486,94,3,265.1
486,80,1,629.19
487,41,2,994.52
488,55,2,1652.62
488,38,3,1342.05
488,92,1,1591.57
489,60,2,579.94
489,81,2,641.39
490,83,1,741.33
491,18,4,1854.55
492,75,1,486.62
492,90,1,492.26
493,87,1,979.4
493,16,1,13450.97
493,66,1,728.79
494,80,1,629.19
494,77,4,1315.33
495,26,3,1210.27
495,28,2,579.08
495,6,2,22709.9
496,10,2,1936.14
496,72,1,1918.28
497,1,1,28043.24
497,17,2,2276.26
498,77,1,1315.33
498,17,3,2276.26
498,32,1,910.33
498,88,1,457.85
499,39,1,1121.52
499,74,1,1549.39
500,36,1,601.9
501,19,1,1007.13
501,12,1,5690.75
501,48,2,1218.45
502,77,1,1315.33
502,52,1,3818.59
502,57,2,1180.99
503,54,1,1639.4
503,35,1,2865.41
504,2,1,3011.06
505,64,2,356.43
505,71,1,704.54
505,81,3,641.39
506,65,3,386.47
506,46,1,253.36
506,26,1,1210.27
506,97,1,423.56
506,7,1,1169.34
507,66,2,728.79
507,22,3,1475.64
508,94,1,265.1
508,60,1,579.94
508,71,4,704.54
509,34,1,709.99
509,11,1,9461.52
510,65,4,386.47
511,30,2,3480.53
511,4,1,2324.92
512,29,1,4319.5
512,95,2,744.54
512,54,2,1639.4
512,12,1,5690.75
513,63,1,293.58
513,69,1,1191.69
513,9999,1,3026.39
514,75,1,486.62
514,37,1,1389.36
515,74,1,1549.39
516,98,2,322.02
516,25,4,1652.78
517,25,1,1652.78
518,28,2,579.08
518,94,1,265.1
518,54,1,1639.4
519,6,2,22709.9
519,93,1,186.14
520,43,2,1760.38
521,83,1,741.33
521,82,4,300.41
521,94,1,265.1
522,93,2,186.14
522,48,2,1218.45
522,40,2,1418.4
523,18,1,1854.55
524,76,1,1151.77
525,34,1,709.99
525,97,1,423.56
525,72,2,1918.28
526,74,1,1549.39
526,10,1,1936.14
526,91,1,432.43
527,22,3,1475.64
527,47,1,493.52
528,59,1,488.56
528,68,1,306.66
529,82,2,300.41
529,43,4,1760.38
529,66,1,728.79
530,3,2,64028.3
531,52,1,3818.59
531,5,1,3026.39
532,46,3,253.36
533,58,1,470.58
533,53,5,620.53
534,94,2,265.1
534,3,1,64028.3
534,71,4,704.54
534,66,2,728.79
535,79,1,1101.69
535,94,2,265.1
535,11,1,9461.52
536,7,2,1169.34
537,25,1,1652.78
538,49,5,1254.37
538,61,1,356.45
538,78,1,876.32
538,63,2,293.58
539,36,2,601.9
539,24,2,2116.77
540,46,1,253.36
540,70,1,3359.45
540,20,2,7731.56
540,1,1,28043.24
541,58,1,470.58
541,3,1,64028.3
542,20,2,7731.56
543,94,1,265.1
544,21,1,836.3
544,53,1,620.53
545,12,2,5690.75
546,95,1,744.54
546,24,1,2116.77
546,93,4,186.14
547,94,1,265.1
548,21,4,836.3
549,6,1,22709.9
549,35,2,2865.41
549,27,2,2010.3
550,100,3,828.75
550,54,2,1639.4
550,98,1,322.02
551,12,1,5690.75
551,31,1,1451.87
551,89,1,366.64
551,32,2,910.33
552,27,3,2010.3
552,22,1,1475.64
553,19,4,1007.13
553,81,2,641.39
554,38,2,1342.05
554,92,1,1591.57
554,56,1,868.37
555,11,3,9461.52
555,92,3,1591.57
555,90,5,492.26
556,34,1,709.99
556,75,3,486.62
557,2,1,3011.06
557,96,1,320.77
558,13,1,2131.33
559,80,1,629.19
560,19,2,1007.13
560,60,4,579.94
560,93,4,186.14
560,58,1,470.58
560,88,2,457.85
561,88,4,457.85
562,88,3,457.85
562,57,1,1180.99
562,61,1,356.45
563,39,1,1121.52
563,10,2,1936.14
563,12,1,5690.75
564,88,1,457.85
564,9,3,11424.27
565,4,2,2324.92
566,61,3,356.45
566,71,2,704.54
567,1,3,28043.24
567,45,1,1626.32
568,55,1,1652.62
569,19,1,1007.13
569,10,1,1936.14
570,65,4,386.47
570,24,1,2116.77
570,35,2,2865.41
571,39,1,1121.52
572,20,1,7731.56
572,88,2,457.85
573,91,1,432.43
574,11,5,9461.52
575,95,1,744.54
575,55,1,1652.62
576,89,1,366.64
576,2,1,3011.06
576,40,1,1418.4
576,50,1,1105.68
577,82,3,300.41
577,3,1,64028.3
577,4,1,2324.92
577,71,1,704.54
578,19,2,1007.13
579,23,1,2025.31
580,69,1,1191.69
580,80,2,629.19
580,19,1,1007.13
580,10,4,1936.14
581,43,1,1760.38
581,6,1,22709.9
582,27,1,2010.3
582,40,2,1418.4
583,35,1,2865.41
584,96,2,320.77
584,98,1,322.02
585,50,2,1105.68
585,6,3,22709.9
585,15,2,3494.53
